ID,Target_07_AUC,Target_90_AUC,Target_120_AUC,Target_07_LogLoss,Target_90_LogLoss,Target_120_LogLoss
ID_58OZCP,0,0,0,0,0,0
ID_DE895W,0,0,0,0,0,0
ID_YXE8JJ,0,0,0,0,0,0
ID_TB9U7O,0,0,0,0,0,0
ID_R8NWKZ,0,0,0,0,0,0
ID_W9UZJB,0,0,0,0,0,0
ID_2323FO,0,0,0,0,0,0
ID_L6SYR3,0,0,0,0,0,0
ID_KEGBSM,0,0,0,0,0,0
ID_KD638L,0,0,0,0,0,0
ID_UV1C91,0,0,0,0,0,0
ID_2R99F6,0,0,0,0,0,0
ID_NDABA2,0,0,0,0,0,0
ID_VHW1SA,0,0,0,0,0,0
ID_6Q0PHL,0,0,0,0,0,0
ID_N526QO,0,0,0,0,0,0
ID_O3XAMU,0,0,0,0,0,0
ID_PUWLBC,0,0,0,0,0,0
ID_VD6HTN,0,0,0,0,0,0
ID_0T2A2U,0,0,0,0,0,0
ID_H1QAOB,0,0,0,0,0,0
ID_0DGOAR,0,0,0,0,0,0
ID_G2AFM5,0,0,0,0,0,0
ID_HMY17R,0,0,0,0,0,0
ID_XAUH6E,0,0,0,0,0,0
ID_PDT688,0,0,0,0,0,0
ID_DJB815,0,0,0,0,0,0
ID_PCHYP9,0,0,0,0,0,0
ID_WA6QND,0,0,0,0,0,0
ID_7ELMZ7,0,0,0,0,0,0
ID_CVNZQF,0,0,0,0,0,0
ID_GAHF28,0,0,0,0,0,0
ID_X2RBI1,0,0,0,0,0,0
ID_IVO26V,0,0,0,0,0,0
ID_AFMCOW,0,0,0,0,0,0
ID_1C94ID,0,0,0,0,0,0
ID_0C4EDO,0,0,0,0,0,0
ID_DOH3RS,0,0,0,0,0,0
ID_GPQQOT,0,0,0,0,0,0
ID_6UR8NI,0,0,0,0,0,0
ID_W6QZ1Q,0,0,0,0,0,0
ID_XI9QKS,0,0,0,0,0,0
ID_WZZ662,0,0,0,0,0,0
ID_9FITRJ,0,0,0,0,0,0
ID_JI0NUP,0,0,0,0,0,0
ID_36R17J,0,0,0,0,0,0
ID_KCZ1QX,0,0,0,0,0,0
ID_DG9EBL,0,0,0,0,0,0
ID_BPEU3X,0,0,0,0,0,0
ID_JWXL0Z,0,0,0,0,0,0
ID_IZ777T,0,0,0,0,0,0
ID_08BIU5,0,0,0,0,0,0
ID_BUYSNI,0,0,0,0,0,0
ID_U9DXQ2,0,0,0,0,0,0
ID_TMUJCJ,0,0,0,0,0,0
ID_RJR9RN,0,0,0,0,0,0
ID_3YHYSL,0,0,0,0,0,0
ID_9AQYF7,0,0,0,0,0,0
ID_54RAVH,0,0,0,0,0,0
ID_J5P69A,0,0,0,0,0,0
ID_G1V02M,0,0,0,0,0,0
ID_6PA6IV,0,0,0,0,0,0
ID_JQYQPR,0,0,0,0,0,0
ID_FB0WKU,0,0,0,0,0,0
ID_TA5143,0,0,0,0,0,0
ID_94CW70,0,0,0,0,0,0
ID_0JC80K,0,0,0,0,0,0
ID_SNIBU6,0,0,0,0,0,0
ID_TJU7KY,0,0,0,0,0,0
ID_7WX39F,0,0,0,0,0,0
ID_AOFGSF,0,0,0,0,0,0
ID_KBYL88,0,0,0,0,0,0
ID_YTS87K,0,0,0,0,0,0
ID_GEF4SU,0,0,0,0,0,0
ID_2UMLV4,0,0,0,0,0,0
ID_AG56N6,0,0,0,0,0,0
ID_PJRXEY,0,0,0,0,0,0
ID_BIYAR6,0,0,0,0,0,0
ID_Q5KE8B,0,0,0,0,0,0
ID_JYQN2M,0,0,0,0,0,0
ID_GI8IYT,0,0,0,0,0,0
ID_UI3NV7,0,0,0,0,0,0
ID_LSLZLB,0,0,0,0,0,0
ID_U80UCB,0,0,0,0,0,0
ID_7YIFAF,0,0,0,0,0,0
ID_X1XYBC,0,0,0,0,0,0
ID_Z7PXEJ,0,0,0,0,0,0
ID_FZHPYW,0,0,0,0,0,0
ID_9SPXYO,0,0,0,0,0,0
ID_WRT76C,0,0,0,0,0,0
ID_J2FJRW,0,0,0,0,0,0
ID_IEUVNM,0,0,0,0,0,0
ID_1U9QOZ,0,0,0,0,0,0
ID_ELOPWG,0,0,0,0,0,0
ID_ZI5Y1E,0,0,0,0,0,0
ID_ASGRG0,0,0,0,0,0,0
ID_PSAMCJ,0,0,0,0,0,0
ID_2A4701,0,0,0,0,0,0
ID_8AQJGL,0,0,0,0,0,0
ID_4NNDXH,0,0,0,0,0,0
ID_3PVLGV,0,0,0,0,0,0
ID_NM26QX,0,0,0,0,0,0
ID_JPHAG6,0,0,0,0,0,0
ID_WKK2CS,0,0,0,0,0,0
ID_MTFXPX,0,0,0,0,0,0
ID_8Y14DK,0,0,0,0,0,0
ID_ET1AOI,0,0,0,0,0,0
ID_B4CFP4,0,0,0,0,0,0
ID_4WUH73,0,0,0,0,0,0
ID_B6GW66,0,0,0,0,0,0
ID_BKO8EP,0,0,0,0,0,0
ID_3KYFSE,0,0,0,0,0,0
ID_ILOCIE,0,0,0,0,0,0
ID_79UIX6,0,0,0,0,0,0
ID_K29ICA,0,0,0,0,0,0
ID_EMCF89,0,0,0,0,0,0
ID_VVPJT8,0,0,0,0,0,0
ID_6RW7WE,0,0,0,0,0,0
ID_RP4S9G,0,0,0,0,0,0
ID_BW4GGG,0,0,0,0,0,0
ID_7Y1J8O,0,0,0,0,0,0
ID_U9XJOX,0,0,0,0,0,0
ID_9HLS3W,0,0,0,0,0,0
ID_VHEXDH,0,0,0,0,0,0
ID_GJUTJ6,0,0,0,0,0,0
ID_3K6BSM,0,0,0,0,0,0
ID_9QHKM5,0,0,0,0,0,0
ID_2IDMK7,0,0,0,0,0,0
ID_2UT2U6,0,0,0,0,0,0
ID_UR6FEW,0,0,0,0,0,0
ID_TRQZ0M,0,0,0,0,0,0
ID_KKGOZ3,0,0,0,0,0,0
ID_MWBQU9,0,0,0,0,0,0
ID_SHGMZJ,0,0,0,0,0,0
ID_KYD4DW,0,0,0,0,0,0
ID_QAIAUU,0,0,0,0,0,0
ID_2LRZL3,0,0,0,0,0,0
ID_V7A541,0,0,0,0,0,0
ID_9DXFRR,0,0,0,0,0,0
ID_S7KKUF,0,0,0,0,0,0
ID_GX5WM0,0,0,0,0,0,0
ID_9CLKA6,0,0,0,0,0,0
ID_CEKPDU,0,0,0,0,0,0
ID_5LE4HE,0,0,0,0,0,0
ID_2YYGLW,0,0,0,0,0,0
ID_I76YXQ,0,0,0,0,0,0
ID_L8Y0QF,0,0,0,0,0,0
ID_B3CDOU,0,0,0,0,0,0
ID_LVNFZZ,0,0,0,0,0,0
ID_HKFQ1V,0,0,0,0,0,0
ID_803TPA,0,0,0,0,0,0
ID_GLQ3DX,0,0,0,0,0,0
ID_IQPKA6,0,0,0,0,0,0
ID_ZVCB1F,0,0,0,0,0,0
ID_J55KEV,0,0,0,0,0,0
ID_F0XW09,0,0,0,0,0,0
ID_DHZUBS,0,0,0,0,0,0
ID_W41W7O,0,0,0,0,0,0
ID_6AQOOX,0,0,0,0,0,0
ID_WQ0W7P,0,0,0,0,0,0
ID_GARNGB,0,0,0,0,0,0
ID_ZRFZ0T,0,0,0,0,0,0
ID_TSKMGA,0,0,0,0,0,0
ID_CZJREO,0,0,0,0,0,0
ID_7UONQC,0,0,0,0,0,0
ID_VM84AE,0,0,0,0,0,0
ID_LYQHB8,0,0,0,0,0,0
ID_SRMPF6,0,0,0,0,0,0
ID_AQEDUU,0,0,0,0,0,0
ID_URYB4G,0,0,0,0,0,0
ID_L1C8T4,0,0,0,0,0,0
ID_GQHEYV,0,0,0,0,0,0
ID_E0O1TE,0,0,0,0,0,0
ID_P7I8OT,0,0,0,0,0,0
ID_KU8IY3,0,0,0,0,0,0
ID_56TEHN,0,0,0,0,0,0
ID_QMWF8O,0,0,0,0,0,0
ID_22YEQD,0,0,0,0,0,0
ID_7GZXR0,0,0,0,0,0,0
ID_G9WW3Y,0,0,0,0,0,0
ID_AXB1LU,0,0,0,0,0,0
ID_EWJGNL,0,0,0,0,0,0
ID_Z8A224,0,0,0,0,0,0
ID_SMAV0S,0,0,0,0,0,0
ID_4W0S35,0,0,0,0,0,0
ID_32HYGC,0,0,0,0,0,0
ID_Y0V0Q8,0,0,0,0,0,0
ID_VEHMX4,0,0,0,0,0,0
ID_B8VB2S,0,0,0,0,0,0
ID_YU423E,0,0,0,0,0,0
ID_NYYJM9,0,0,0,0,0,0
ID_WP14OU,0,0,0,0,0,0
ID_XDWYCC,0,0,0,0,0,0
ID_H0ZGLY,0,0,0,0,0,0
ID_BEKEYZ,0,0,0,0,0,0
ID_JB2Y8O,0,0,0,0,0,0
ID_FO98FY,0,0,0,0,0,0
ID_JGO3WB,0,0,0,0,0,0
ID_MENRNK,0,0,0,0,0,0
ID_60PIJY,0,0,0,0,0,0
ID_N05EO9,0,0,0,0,0,0
ID_GO6AEU,0,0,0,0,0,0
ID_V8O1QV,0,0,0,0,0,0
ID_Z5Q2AH,0,0,0,0,0,0
ID_84O0XR,0,0,0,0,0,0
ID_G5ULLS,0,0,0,0,0,0
ID_UQLI5V,0,0,0,0,0,0
ID_P5TQAL,0,0,0,0,0,0
ID_DNX620,0,0,0,0,0,0
ID_7JV87P,0,0,0,0,0,0
ID_A23KNJ,0,0,0,0,0,0
ID_KNF9P6,0,0,0,0,0,0
ID_MMVYLE,0,0,0,0,0,0
ID_GFGI4F,0,0,0,0,0,0
ID_I8FAWN,0,0,0,0,0,0
ID_42E5J9,0,0,0,0,0,0
ID_8QIBGT,0,0,0,0,0,0
ID_AV3PSZ,0,0,0,0,0,0
ID_NJNVR3,0,0,0,0,0,0
ID_C1X1NC,0,0,0,0,0,0
ID_1AT9KW,0,0,0,0,0,0
ID_TXM3UJ,0,0,0,0,0,0
ID_AQNPGS,0,0,0,0,0,0
ID_VQ7W0A,0,0,0,0,0,0
ID_PP9RGH,0,0,0,0,0,0
ID_CCQCPK,0,0,0,0,0,0
ID_K3NMVQ,0,0,0,0,0,0
ID_XRKPXN,0,0,0,0,0,0
ID_Z26KY5,0,0,0,0,0,0
ID_IVLEST,0,0,0,0,0,0
ID_0J1LF5,0,0,0,0,0,0
ID_6UN1T6,0,0,0,0,0,0
ID_K2FMPI,0,0,0,0,0,0
ID_FM755F,0,0,0,0,0,0
ID_XRDXXZ,0,0,0,0,0,0
ID_OOT7EU,0,0,0,0,0,0
ID_2IAGXT,0,0,0,0,0,0
ID_TVWIUG,0,0,0,0,0,0
ID_WZNIA5,0,0,0,0,0,0
ID_4UD817,0,0,0,0,0,0
ID_Y8QP8D,0,0,0,0,0,0
ID_MVMMZ5,0,0,0,0,0,0
ID_DMI52X,0,0,0,0,0,0
ID_CAFKO7,0,0,0,0,0,0
ID_7N507C,0,0,0,0,0,0
ID_54A9SS,0,0,0,0,0,0
ID_0USD12,0,0,0,0,0,0
ID_RPZ22Z,0,0,0,0,0,0
ID_ST1G3A,0,0,0,0,0,0
ID_R653PC,0,0,0,0,0,0
ID_MXKXHH,0,0,0,0,0,0
ID_EBHVGH,0,0,0,0,0,0
ID_UTUSKA,0,0,0,0,0,0
ID_QXI7WO,0,0,0,0,0,0
ID_JUWIIQ,0,0,0,0,0,0
ID_KG679D,0,0,0,0,0,0
ID_0SBJWI,0,0,0,0,0,0
ID_BZ3FXA,0,0,0,0,0,0
ID_HUWRBN,0,0,0,0,0,0
ID_REHHGY,0,0,0,0,0,0
ID_PMEGO0,0,0,0,0,0,0
ID_IL6LSS,0,0,0,0,0,0
ID_PHPRJV,0,0,0,0,0,0
ID_YZPT9I,0,0,0,0,0,0
ID_INX5GB,0,0,0,0,0,0
ID_SWPYGT,0,0,0,0,0,0
ID_FJI00V,0,0,0,0,0,0
ID_IEX2UL,0,0,0,0,0,0
ID_0O39EX,0,0,0,0,0,0
ID_S4XD8H,0,0,0,0,0,0
ID_T922CM,0,0,0,0,0,0
ID_IZKU1L,0,0,0,0,0,0
ID_HT4WWZ,0,0,0,0,0,0
ID_N57ZY0,0,0,0,0,0,0
ID_97YIMP,0,0,0,0,0,0
ID_D51DKG,0,0,0,0,0,0
ID_8DBGRU,0,0,0,0,0,0
ID_9CQJQW,0,0,0,0,0,0
ID_DZTIC5,0,0,0,0,0,0
ID_RT2NGQ,0,0,0,0,0,0
ID_3TV8X9,0,0,0,0,0,0
ID_JSJFMM,0,0,0,0,0,0
ID_U7DE1J,0,0,0,0,0,0
ID_QYPSZ8,0,0,0,0,0,0
ID_HXWPHV,0,0,0,0,0,0
ID_4XJUM7,0,0,0,0,0,0
ID_OOZOIL,0,0,0,0,0,0
ID_95I388,0,0,0,0,0,0
ID_Z9ECXM,0,0,0,0,0,0
ID_VJMSAU,0,0,0,0,0,0
ID_2SWR73,0,0,0,0,0,0
ID_KEQHOC,0,0,0,0,0,0
ID_59TJN8,0,0,0,0,0,0
ID_Y9ZQLU,0,0,0,0,0,0
ID_KH6UO0,0,0,0,0,0,0
ID_RSQVI7,0,0,0,0,0,0
ID_539EVX,0,0,0,0,0,0
ID_BI2VMU,0,0,0,0,0,0
ID_4D3I04,0,0,0,0,0,0
ID_U45SXA,0,0,0,0,0,0
ID_4JPZY9,0,0,0,0,0,0
ID_EMQNRZ,0,0,0,0,0,0
ID_LP9JYH,0,0,0,0,0,0
ID_XBNGOR,0,0,0,0,0,0
ID_6P6UZG,0,0,0,0,0,0
ID_EVADQD,0,0,0,0,0,0
ID_STBPWO,0,0,0,0,0,0
ID_XU7MY3,0,0,0,0,0,0
ID_UE54M8,0,0,0,0,0,0
ID_0NEC9T,0,0,0,0,0,0
ID_2MDCUV,0,0,0,0,0,0
ID_BXXMB9,0,0,0,0,0,0
ID_F4K9RH,0,0,0,0,0,0
ID_YC2PUL,0,0,0,0,0,0
ID_Q3GQZC,0,0,0,0,0,0
ID_8R80X6,0,0,0,0,0,0
ID_1IESDO,0,0,0,0,0,0
ID_EQG3A7,0,0,0,0,0,0
ID_JMND8O,0,0,0,0,0,0
ID_DNU0QM,0,0,0,0,0,0
ID_5UJIQ7,0,0,0,0,0,0
ID_DGWKWK,0,0,0,0,0,0
ID_8Y16EG,0,0,0,0,0,0
ID_QCEB9N,0,0,0,0,0,0
ID_IB3VU7,0,0,0,0,0,0
ID_OFXODK,0,0,0,0,0,0
ID_1CMCRH,0,0,0,0,0,0
ID_3RH6TN,0,0,0,0,0,0
ID_7HH5IO,0,0,0,0,0,0
ID_BOVCXK,0,0,0,0,0,0
ID_DYZZ59,0,0,0,0,0,0
ID_752ORM,0,0,0,0,0,0
ID_BWW8DE,0,0,0,0,0,0
ID_2J1VXU,0,0,0,0,0,0
ID_895UNA,0,0,0,0,0,0
ID_BF9GRX,0,0,0,0,0,0
ID_S7XMZ6,0,0,0,0,0,0
ID_Q2MLKE,0,0,0,0,0,0
ID_T3NEEY,0,0,0,0,0,0
ID_C2YB30,0,0,0,0,0,0
ID_5RJHPE,0,0,0,0,0,0
ID_0NKOI7,0,0,0,0,0,0
ID_07AJO5,0,0,0,0,0,0
ID_6UV94Z,0,0,0,0,0,0
ID_TVDDBE,0,0,0,0,0,0
ID_876BNL,0,0,0,0,0,0
ID_HDUN96,0,0,0,0,0,0
ID_O7XCVA,0,0,0,0,0,0
ID_HN3Q2B,0,0,0,0,0,0
ID_43WX04,0,0,0,0,0,0
ID_18QI1A,0,0,0,0,0,0
ID_LZIJWN,0,0,0,0,0,0
ID_A8HYQ6,0,0,0,0,0,0
ID_FE5SES,0,0,0,0,0,0
ID_YVKYBF,0,0,0,0,0,0
ID_ML1SA5,0,0,0,0,0,0
ID_DBPJBC,0,0,0,0,0,0
ID_Q51LM9,0,0,0,0,0,0
ID_KSCMRK,0,0,0,0,0,0
ID_YBTPCY,0,0,0,0,0,0
ID_9HS5DB,0,0,0,0,0,0
ID_8GOXK3,0,0,0,0,0,0
ID_PP01G2,0,0,0,0,0,0
ID_R4LUTD,0,0,0,0,0,0
ID_QD9ZYZ,0,0,0,0,0,0
ID_9A3RGH,0,0,0,0,0,0
ID_9SL27X,0,0,0,0,0,0
ID_1JDULR,0,0,0,0,0,0
ID_NPK8WH,0,0,0,0,0,0
ID_UIQ2M6,0,0,0,0,0,0
ID_KZ7WF1,0,0,0,0,0,0
ID_SL826W,0,0,0,0,0,0
ID_JU38M1,0,0,0,0,0,0
ID_2ESPZK,0,0,0,0,0,0
ID_K2YFYU,0,0,0,0,0,0
ID_TBP5FU,0,0,0,0,0,0
ID_35L0LZ,0,0,0,0,0,0
ID_Y4KXQM,0,0,0,0,0,0
ID_DN79ZG,0,0,0,0,0,0
ID_3SXP9A,0,0,0,0,0,0
ID_2V2H8G,0,0,0,0,0,0
ID_X49G2U,0,0,0,0,0,0
ID_7R2JHD,0,0,0,0,0,0
ID_I79GFF,0,0,0,0,0,0
ID_ZC1AQA,0,0,0,0,0,0
ID_D5ZZFS,0,0,0,0,0,0
ID_OJKN2W,0,0,0,0,0,0
ID_B2Z1PP,0,0,0,0,0,0
ID_T7A33E,0,0,0,0,0,0
ID_DL8DPL,0,0,0,0,0,0
ID_7IE517,0,0,0,0,0,0
ID_KV3UHT,0,0,0,0,0,0
ID_GY618Y,0,0,0,0,0,0
ID_7IHCZE,0,0,0,0,0,0
ID_L41OWZ,0,0,0,0,0,0
ID_B2UV3T,0,0,0,0,0,0
ID_T8EQ3F,0,0,0,0,0,0
ID_ZW0DVE,0,0,0,0,0,0
ID_SSS3KA,0,0,0,0,0,0
ID_D4HDFD,0,0,0,0,0,0
ID_T6ZYQU,0,0,0,0,0,0
ID_DWK7UW,0,0,0,0,0,0
ID_RUJKIR,0,0,0,0,0,0
ID_0SN05S,0,0,0,0,0,0
ID_A6J8PW,0,0,0,0,0,0
ID_GH8L5Y,0,0,0,0,0,0
ID_TRDBZE,0,0,0,0,0,0
ID_O3H4R1,0,0,0,0,0,0
ID_TGLP6W,0,0,0,0,0,0
ID_1SXWML,0,0,0,0,0,0
ID_91OUIW,0,0,0,0,0,0
ID_1N0WJJ,0,0,0,0,0,0
ID_UTMX3S,0,0,0,0,0,0
ID_SP2RUN,0,0,0,0,0,0
ID_ZU20XJ,0,0,0,0,0,0
ID_H6JGLH,0,0,0,0,0,0
ID_8IHXOY,0,0,0,0,0,0
ID_4VK4NE,0,0,0,0,0,0
ID_I71IWR,0,0,0,0,0,0
ID_C368SW,0,0,0,0,0,0
ID_VT6L20,0,0,0,0,0,0
ID_6XBTY9,0,0,0,0,0,0
ID_UIEG1P,0,0,0,0,0,0
ID_9HR4BX,0,0,0,0,0,0
ID_OPWJP4,0,0,0,0,0,0
ID_1KUZ5C,0,0,0,0,0,0
ID_KBW7CU,0,0,0,0,0,0
ID_2ILIQY,0,0,0,0,0,0
ID_KFS68B,0,0,0,0,0,0
ID_8P12DQ,0,0,0,0,0,0
ID_J3426Q,0,0,0,0,0,0
ID_2TM2XS,0,0,0,0,0,0
ID_8CHBZO,0,0,0,0,0,0
ID_F6CFLR,0,0,0,0,0,0
ID_WEUPHB,0,0,0,0,0,0
ID_T9CUR2,0,0,0,0,0,0
ID_6NT1J7,0,0,0,0,0,0
ID_5XJZ15,0,0,0,0,0,0
ID_4C75NZ,0,0,0,0,0,0
ID_4I22LB,0,0,0,0,0,0
ID_71ANPU,0,0,0,0,0,0
ID_TLRRWX,0,0,0,0,0,0
ID_11MWYB,0,0,0,0,0,0
ID_ZJYYTF,0,0,0,0,0,0
ID_XS5IZB,0,0,0,0,0,0
ID_OAMCTD,0,0,0,0,0,0
ID_VZ2BA0,0,0,0,0,0,0
ID_OUFL3R,0,0,0,0,0,0
ID_C9JHEM,0,0,0,0,0,0
ID_ZULTCR,0,0,0,0,0,0
ID_0M1QAK,0,0,0,0,0,0
ID_22EOFV,0,0,0,0,0,0
ID_CC1868,0,0,0,0,0,0
ID_RRHEAY,0,0,0,0,0,0
ID_312RLJ,0,0,0,0,0,0
ID_FW5MN2,0,0,0,0,0,0
ID_UJT70Q,0,0,0,0,0,0
ID_T6DWM5,0,0,0,0,0,0
ID_P35RKU,0,0,0,0,0,0
ID_0LNF2H,0,0,0,0,0,0
ID_FE89WN,0,0,0,0,0,0
ID_FNIMWZ,0,0,0,0,0,0
ID_MRNN7B,0,0,0,0,0,0
ID_J8YA05,0,0,0,0,0,0
ID_6NXJX5,0,0,0,0,0,0
ID_BJV0W6,0,0,0,0,0,0
ID_8L1YW7,0,0,0,0,0,0
ID_XJPLJC,0,0,0,0,0,0
ID_R652CL,0,0,0,0,0,0
ID_E69JOD,0,0,0,0,0,0
ID_CZS6OU,0,0,0,0,0,0
ID_GRQZ05,0,0,0,0,0,0
ID_Y0BSPY,0,0,0,0,0,0
ID_K2JIN9,0,0,0,0,0,0
ID_FUI65H,0,0,0,0,0,0
ID_95L18T,0,0,0,0,0,0
ID_LP5DMO,0,0,0,0,0,0
ID_DMJWXV,0,0,0,0,0,0
ID_DQP3PY,0,0,0,0,0,0
ID_PV90XU,0,0,0,0,0,0
ID_3105ME,0,0,0,0,0,0
ID_YQQHQ3,0,0,0,0,0,0
ID_V44WY3,0,0,0,0,0,0
ID_UCO85D,0,0,0,0,0,0
ID_1XHBUV,0,0,0,0,0,0
ID_6HMBCZ,0,0,0,0,0,0
ID_3AFMQB,0,0,0,0,0,0
ID_0HGHQZ,0,0,0,0,0,0
ID_86OGKU,0,0,0,0,0,0
ID_CIAW5T,0,0,0,0,0,0
ID_SPZWF2,0,0,0,0,0,0
ID_PHOPIB,0,0,0,0,0,0
ID_MNZEHD,0,0,0,0,0,0
ID_797ML8,0,0,0,0,0,0
ID_BYU5HD,0,0,0,0,0,0
ID_RXCEKJ,0,0,0,0,0,0
ID_ELSO35,0,0,0,0,0,0
ID_VINNFK,0,0,0,0,0,0
ID_N6DOKU,0,0,0,0,0,0
ID_0EFT4F,0,0,0,0,0,0
ID_XKQHVP,0,0,0,0,0,0
ID_SU4Q41,0,0,0,0,0,0
ID_D11XF1,0,0,0,0,0,0
ID_P86BG6,0,0,0,0,0,0
ID_PADGJY,0,0,0,0,0,0
ID_7PYROJ,0,0,0,0,0,0
ID_4ZP64K,0,0,0,0,0,0
ID_6UI50R,0,0,0,0,0,0
ID_0CQMTS,0,0,0,0,0,0
ID_GWHZQX,0,0,0,0,0,0
ID_75RX5W,0,0,0,0,0,0
ID_O9HFAP,0,0,0,0,0,0
ID_Y6EXY9,0,0,0,0,0,0
ID_G0KUFV,0,0,0,0,0,0
ID_4U98W5,0,0,0,0,0,0
ID_M6LH16,0,0,0,0,0,0
ID_IBYOA8,0,0,0,0,0,0
ID_JCS18T,0,0,0,0,0,0
ID_PDAYPC,0,0,0,0,0,0
ID_6MSHHO,0,0,0,0,0,0
ID_KXJDXJ,0,0,0,0,0,0
ID_X06P29,0,0,0,0,0,0
ID_SU0E3L,0,0,0,0,0,0
ID_86RCT1,0,0,0,0,0,0
ID_BHSPH0,0,0,0,0,0,0
ID_BSI555,0,0,0,0,0,0
ID_AJZY4W,0,0,0,0,0,0
ID_5JVBFT,0,0,0,0,0,0
ID_KOBTYW,0,0,0,0,0,0
ID_5O17MO,0,0,0,0,0,0
ID_K11Q5X,0,0,0,0,0,0
ID_G7GY5M,0,0,0,0,0,0
ID_WKHNNC,0,0,0,0,0,0
ID_VJ5MEA,0,0,0,0,0,0
ID_Y8KTAQ,0,0,0,0,0,0
ID_9AT8CS,0,0,0,0,0,0
ID_1UYUHI,0,0,0,0,0,0
ID_IW1QYO,0,0,0,0,0,0
ID_C4MM2J,0,0,0,0,0,0
ID_HFZ0HI,0,0,0,0,0,0
ID_ZV17K7,0,0,0,0,0,0
ID_4I93LT,0,0,0,0,0,0
ID_RIUVLU,0,0,0,0,0,0
ID_GMAXQ3,0,0,0,0,0,0
ID_30V9V7,0,0,0,0,0,0
ID_00D47V,0,0,0,0,0,0
ID_COCODS,0,0,0,0,0,0
ID_HR5HVM,0,0,0,0,0,0
ID_WGYIZG,0,0,0,0,0,0
ID_O5CFG3,0,0,0,0,0,0
ID_U0K12F,0,0,0,0,0,0
ID_VRYVS7,0,0,0,0,0,0
ID_G4MECV,0,0,0,0,0,0
ID_OXEA7H,0,0,0,0,0,0
ID_DH682H,0,0,0,0,0,0
ID_4ZJ6HT,0,0,0,0,0,0
ID_1619HA,0,0,0,0,0,0
ID_A66ERH,0,0,0,0,0,0
ID_SRS330,0,0,0,0,0,0
ID_3D2WF7,0,0,0,0,0,0
ID_X8YETU,0,0,0,0,0,0
ID_PQ0W7T,0,0,0,0,0,0
ID_SO28RE,0,0,0,0,0,0
ID_JFSXTY,0,0,0,0,0,0
ID_RPQFKB,0,0,0,0,0,0
ID_EV4Z1I,0,0,0,0,0,0
ID_B9T63O,0,0,0,0,0,0
ID_VLJU6A,0,0,0,0,0,0
ID_FKK9MW,0,0,0,0,0,0
ID_RVEFZ9,0,0,0,0,0,0
ID_VQ4UCJ,0,0,0,0,0,0
ID_2R7V3V,0,0,0,0,0,0
ID_K8P06C,0,0,0,0,0,0
ID_6T87EC,0,0,0,0,0,0
ID_45LBG7,0,0,0,0,0,0
ID_O1ZMUJ,0,0,0,0,0,0
ID_REIL7X,0,0,0,0,0,0
ID_TLNC9J,0,0,0,0,0,0
ID_F5NEVH,0,0,0,0,0,0
ID_7OQTQ4,0,0,0,0,0,0
ID_UPPGOC,0,0,0,0,0,0
ID_WRR93C,0,0,0,0,0,0
ID_UJ3S2W,0,0,0,0,0,0
ID_W3HZK9,0,0,0,0,0,0
ID_EYK26U,0,0,0,0,0,0
ID_4KT11I,0,0,0,0,0,0
ID_16FUTF,0,0,0,0,0,0
ID_KO4YXJ,0,0,0,0,0,0
ID_WWKLVE,0,0,0,0,0,0
ID_QY3MHP,0,0,0,0,0,0
ID_INQA11,0,0,0,0,0,0
ID_S2ISZ6,0,0,0,0,0,0
ID_A5YCBL,0,0,0,0,0,0
ID_LUMWXR,0,0,0,0,0,0
ID_EP24JU,0,0,0,0,0,0
ID_SL31EO,0,0,0,0,0,0
ID_I52U1R,0,0,0,0,0,0
ID_11K6P1,0,0,0,0,0,0
ID_9MROM2,0,0,0,0,0,0
ID_MXJE6Z,0,0,0,0,0,0
ID_HXOTEN,0,0,0,0,0,0
ID_3GRDZX,0,0,0,0,0,0
ID_QUV2SL,0,0,0,0,0,0
ID_XVD7XJ,0,0,0,0,0,0
ID_D4H6PR,0,0,0,0,0,0
ID_P50S8V,0,0,0,0,0,0
ID_B1P8NI,0,0,0,0,0,0
ID_VHAKMG,0,0,0,0,0,0
ID_P1BZK5,0,0,0,0,0,0
ID_1VFWEO,0,0,0,0,0,0
ID_DS7LOZ,0,0,0,0,0,0
ID_3PM5TY,0,0,0,0,0,0
ID_ACVINX,0,0,0,0,0,0
ID_N9WXLE,0,0,0,0,0,0
ID_HOZEHI,0,0,0,0,0,0
ID_ACNM6Y,0,0,0,0,0,0
ID_4E94FT,0,0,0,0,0,0
ID_PCOVC8,0,0,0,0,0,0
ID_Q9IZA8,0,0,0,0,0,0
ID_PBDHXZ,0,0,0,0,0,0
ID_CY8HQK,0,0,0,0,0,0
ID_SPCMX9,0,0,0,0,0,0
ID_T242K8,0,0,0,0,0,0
ID_3B5N8K,0,0,0,0,0,0
ID_5GKAF9,0,0,0,0,0,0
ID_KTCVZC,0,0,0,0,0,0
ID_T2WXE1,0,0,0,0,0,0
ID_6QKMNI,0,0,0,0,0,0
ID_3FZUIO,0,0,0,0,0,0
ID_O00R2A,0,0,0,0,0,0
ID_XJTAL7,0,0,0,0,0,0
ID_NT0QPX,0,0,0,0,0,0
ID_UQ658O,0,0,0,0,0,0
ID_ZKA4ZO,0,0,0,0,0,0
ID_F7RSFR,0,0,0,0,0,0
ID_2R52MU,0,0,0,0,0,0
ID_134UJF,0,0,0,0,0,0
ID_UX404U,0,0,0,0,0,0
ID_MRF8HI,0,0,0,0,0,0
